Codmun,ESPVIDA,FECTOT,MORT5,RAZDEP,SOBRE40,SOBRE60,T_ENV,E_ANOSESTUDO,T_ANALF11A14,T_ANALF15A17,T_ANALF15M,T_ANALF18A24,T_ANALF18M,T_ANALF25A29,T_ANALF25M,GINI,PIND,PINDCRI,PMPOB,PMPOBCRI,PPOB,PPOBCRI,RDPC,RIND,RMPOB,RPOB,THEIL,T_AGUA,T_BANAGUA,T_DENS,T_LIXO,T_LUZ,AGUA_ESGOTO,T_FUNDIN_TODOS,T_FUNDIN_TODOS_MMEIO,T_FUNDIN18MINF,T_M15A17CF,T_MULCHEFEFIF014,T_RMAXIDOSO,T_SLUZ,IDHM,IDHM_E,IDHM_L,IDHM_R,MORT1
251398,68.58,2.03,34.4,52.36,92.66,79.39,13.17,10.02,5.0,3.61,31.46,5.26,33.32,6.05,38.09,0.45,17.54,31.38,34.4,54.08,63.28,85.6,261.15,39.5,75.16,130.12,0.38,88.65,85.94,26.03,98.31,100.0,2.1,47.33,32.64,71.52,0.0,9.39,6.9,0.0,0.58,0.481,0.726,0.56,31.9
251400,72.79,1.98,21.17,53.28,95.41,86.38,11.58,9.17,4.85,1.22,18.73,5.17,20.12,8.25,23.02,0.53,12.91,21.11,28.35,46.72,54.39,74.24,373.55,36.89,74.1,135.73,0.52,68.69,79.1,16.55,99.69,99.5,11.98,40.04,24.63,62.84,3.27,25.24,5.47,0.5,0.622,0.488,0.797,0.618,19.6
251410,70.45,2.39,28.08,64.77,93.96,82.61,10.26,7.27,8.05,6.48,35.78,10.43,38.3,18.9,43.76,0.51,32.14,42.4,48.97,67.87,73.35,90.45,207.42,35.11,58.58,104.36,0.47,27.47,19.64,24.73,93.54,98.79,30.11,59.48,45.65,72.89,6.29,48.56,5.53,1.21,0.552,0.424,0.758,0.523,26.0
251420,68.34,1.99,35.28,54.59,92.48,78.95,10.64,8.14,7.17,4.45,42.35,9.75,45.42,22.69,52.59,0.49,29.31,45.58,43.46,63.1,69.99,85.75,216.66,30.25,55.86,109.19,0.51,65.24,52.69,32.04,80.73,98.67,16.54,56.23,42.83,74.22,2.45,14.92,7.34,1.33,0.53,0.389,0.722,0.53,32.7
251430,70.7,2.24,27.28,57.66,94.13,83.03,6.26,7.87,10.88,7.16,32.19,9.77,34.97,23.49,42.89,0.44,19.48,29.0,39.0,56.47,64.57,82.91,238.28,33.08,70.35,121.77,0.4,46.44,37.07,40.58,91.74,97.2,19.6,51.48,38.03,62.98,1.64,20.84,2.78,2.8,0.565,0.434,0.762,0.545,25.3
251440,72.41,2.22,22.22,55.3,95.19,85.79,10.25,9.17,8.14,6.1,32.0,7.5,34.35,16.5,40.07,0.45,18.74,30.05,42.46,62.27,67.17,87.09,234.08,36.76,78.08,121.03,0.39,49.23,62.57,34.39,99.51,97.55,24.26,44.6,31.02,68.4,12.17,15.99,4.87,2.45,0.577,0.448,0.79,0.543,20.6
251445,69.26,2.25,32.01,59.88,93.15,80.58,9.11,8.61,8.6,7.33,38.36,8.22,41.29,20.9,49.34,0.51,26.5,36.34,46.85,62.19,74.39,86.9,212.12,30.24,62.52,110.1,0.47,45.1,42.51,33.57,97.52,99.32,55.38,55.04,43.22,70.1,5.42,56.74,9.74,0.68,0.541,0.406,0.738,0.527,29.7
251450,70.31,1.74,28.51,54.21,93.87,82.38,9.61,9.19,3.98,3.1,25.03,5.17,26.92,11.56,32.19,0.5,17.56,27.98,32.25,50.33,55.68,76.05,321.53,31.37,65.96,121.63,0.5,74.09,70.41,30.39,96.01,99.15,5.77,50.36,32.87,63.61,6.18,17.39,3.5,0.85,0.591,0.461,0.755,0.594,26.4
251455,70.89,1.73,26.69,55.63,94.25,83.34,8.84,8.23,4.35,3.21,31.1,8.82,34.24,16.82,40.44,0.45,23.52,36.35,37.83,53.83,66.36,83.34,221.16,25.42,55.26,114.51,0.4,49.36,36.35,26.31,84.17,99.2,37.45,45.28,32.75,69.56,5.15,28.34,5.67,0.8,0.565,0.443,0.765,0.533,24.7
251460,67.76,2.23,37.45,53.73,92.04,77.9,8.51,9.34,4.53,3.5,26.58,5.84,28.7,13.31,33.74,0.48,20.45,32.76,40.09,57.15,66.17,80.77,244.14,29.07,65.47,117.29,0.47,62.32,61.98,34.93,99.2,99.51,15.93,42.76,32.34,65.61,6.12,56.5,5.72,0.49,0.578,0.493,0.713,0.549,34.7
251465,71.58,2.23,24.6,55.06,94.69,84.47,8.25,8.32,3.7,2.13,27.92,4.67,30.06,16.08,35.99,0.46,22.46,33.99,45.47,65.52,69.85,85.41,223.11,35.32,74.32,116.5,0.41,8.29,15.04,34.04,99.12,99.18,55.8,38.97,29.57,64.43,10.88,41.79,5.15,0.82,0.581,0.473,0.776,0.535,22.8
251470,71.88,1.88,23.71,49.52,94.88,84.96,9.43,10.2,5.7,5.13,27.22,9.24,29.05,13.07,33.18,0.43,7.69,14.57,28.25,47.64,56.84,76.03,302.36,41.22,90.01,139.0,0.33,79.01,71.16,23.68,99.9,97.98,8.15,36.24,21.74,60.31,0.0,11.23,2.49,2.02,0.617,0.514,0.781,0.584,22.0
251480,71.69,2.44,24.28,62.12,94.76,84.64,12.25,9.24,3.39,1.91,22.64,5.43,24.22,9.77,27.49,0.49,22.64,31.24,43.76,61.93,69.9,88.92,233.71,30.7,69.07,115.67,0.47,49.4,47.33,12.22,96.59,99.57,20.88,59.24,42.44,76.44,1.58,25.23,7.92,0.43,0.556,0.407,0.778,0.542,22.5
251490,70.87,1.94,26.74,55.61,94.24,83.31,12.15,9.4,2.21,4.5,24.75,5.21,25.95,11.87,29.65,0.52,12.11,18.95,29.02,46.39,55.31,74.59,371.01,39.88,80.88,138.45,0.53,86.87,83.38,26.2,99.44,98.96,14.61,35.93,22.48,58.74,4.94,14.43,5.35,1.04,0.641,0.558,0.765,0.617,24.8
251500,68.26,2.32,35.56,60.15,92.42,78.82,8.03,8.86,12.9,11.27,40.92,14.3,43.79,26.94,51.39,0.49,23.67,31.2,49.99,66.51,76.78,91.35,198.63,27.98,69.14,113.34,0.43,60.24,53.59,40.56,87.37,99.23,32.52,50.15,40.29,68.75,9.51,46.49,7.91,0.77,0.548,0.443,0.721,0.516,33.0
251510,72.67,1.86,21.5,56.88,95.34,86.19,9.71,9.07,4.04,2.87,26.02,3.14,28.07,10.17,33.2,0.48,18.56,27.87,40.51,58.24,63.74,80.34,262.87,31.14,72.23,117.71,0.44,54.78,51.24,27.72,61.37,99.85,36.37,47.61,34.54,67.48,5.83,28.23,6.11,0.15,0.594,0.471,0.795,0.561,19.9
251520,70.8,2.36,26.96,58.5,94.2,83.2,10.85,9.81,5.22,1.12,25.13,6.88,27.06,6.67,31.6,0.46,15.15,24.55,39.48,58.36,63.39,80.56,263.04,37.77,77.92,121.34,0.4,71.07,67.4,21.76,99.38,98.26,18.89,51.13,33.76,67.17,5.01,36.19,7.24,1.74,0.581,0.459,0.763,0.561,25.0
251530,67.64,2.2,37.9,54.15,91.95,77.69,8.85,8.62,7.97,5.97,30.8,9.52,32.99,16.14,38.31,0.5,18.52,27.34,36.79,52.5,68.21,81.47,266.29,27.07,66.8,128.81,0.45,81.53,76.17,34.04,95.9,98.93,15.62,46.83,37.02,62.54,6.95,25.68,8.12,1.07,0.569,0.461,0.711,0.563,35.2
251540,67.83,2.49,37.19,59.77,92.09,78.03,7.57,8.69,2.84,4.96,22.86,4.91,24.82,9.98,30.96,0.47,25.72,35.84,45.71,60.33,72.23,86.68,214.38,40.74,69.5,116.03,0.41,47.1,41.94,36.46,88.02,98.56,37.17,47.34,38.91,64.38,3.14,29.51,6.04,1.44,0.555,0.453,0.714,0.528,34.5
251550,71.22,1.99,25.68,57.78,94.46,83.89,13.38,9.91,2.23,1.97,19.85,4.75,21.23,7.95,24.25,0.48,13.29,21.0,29.43,46.86,56.6,76.34,330.05,36.76,75.47,134.66,0.44,78.65,77.21,21.48,97.59,99.63,12.21,38.84,23.2,60.95,9.99,16.88,7.14,0.37,0.628,0.537,0.77,0.598,23.8
251560,72.5,2.38,21.97,61.65,95.24,85.93,11.24,9.44,2.95,3.85,31.81,6.16,34.17,12.2,40.65,0.5,16.7,23.37,34.68,47.8,65.87,80.33,278.22,37.77,74.35,129.72,0.47,82.7,76.15,27.1,91.94,98.67,19.84,38.36,28.65,55.52,4.33,35.93,8.78,1.33,0.626,0.544,0.792,0.57,20.4
251570,69.69,2.39,30.55,54.55,93.45,81.32,9.14,9.06,9.52,6.16,30.81,7.09,33.43,12.1,40.56,0.47,21.11,30.44,36.51,52.97,68.0,86.33,244.05,29.26,64.07,124.59,0.43,64.23,62.04,29.98,89.98,99.21,4.84,43.49,31.83,63.92,4.06,19.09,5.31,0.79,0.586,0.491,0.745,0.549,28.3
251580,71.3,2.05,25.43,61.0,94.52,84.02,12.41,8.72,6.88,4.72,31.9,8.69,34.41,18.42,39.77,0.48,21.28,32.88,38.17,59.08,60.7,81.41,268.53,30.78,63.57,113.61,0.47,55.68,54.65,30.86,99.3,99.18,39.93,52.97,37.02,68.6,6.14,44.63,9.16,0.82,0.57,0.424,0.772,0.565,23.6
251590,71.71,2.42,24.22,67.28,94.77,84.68,11.11,7.87,7.83,11.3,41.2,13.31,44.31,21.63,51.21,0.5,24.56,35.6,47.72,66.49,72.16,86.57,224.2,34.03,68.48,112.37,0.5,68.9,58.35,31.54,90.98,98.4,23.22,56.78,43.17,69.85,6.46,24.46,8.77,1.6,0.547,0.392,0.779,0.536,22.4
251593,71.16,2.09,25.87,63.44,94.42,83.78,12.51,10.83,3.81,4.18,28.43,3.6,30.37,8.33,35.72,0.46,21.67,35.67,38.87,60.0,62.96,84.7,252.11,34.95,66.37,117.37,0.43,64.67,66.12,23.06,99.65,99.28,27.01,40.56,27.24,61.6,0.0,14.14,6.31,0.72,0.621,0.561,0.769,0.554,24.0
251597,70.17,2.2,28.96,52.81,93.78,82.14,8.84,9.43,4.87,2.48,33.3,8.81,36.29,18.04,43.26,0.49,25.88,34.94,44.39,60.86,72.04,87.95,210.08,25.92,60.01,111.87,0.43,68.78,62.14,32.37,100.0,98.63,31.58,46.94,35.31,69.04,5.0,19.73,6.62,1.37,0.573,0.477,0.753,0.525,26.8
251600,70.69,2.18,27.31,60.32,94.12,83.01,11.04,8.89,6.66,5.48,31.21,8.66,33.37,16.26,38.63,0.56,20.91,30.89,40.38,57.55,63.63,80.41,318.38,38.1,72.48,119.31,0.6,75.87,72.53,27.47,92.88,99.14,17.83,48.95,35.39,66.32,4.6,31.31,8.14,0.86,0.595,0.468,0.762,0.592,25.3
251610,71.31,2.11,25.41,56.2,94.52,84.03,9.37,9.88,6.06,2.6,20.08,4.61,21.45,7.85,25.29,0.51,13.21,20.77,32.04,48.06,59.59,76.77,330.05,38.95,78.84,133.79,0.49,72.86,74.59,26.21,97.73,99.67,17.54,44.64,31.14,57.92,8.94,22.34,5.24,0.33,0.616,0.506,0.772,0.598,23.6
251615,71.13,2.85,25.94,60.29,94.41,83.75,8.3,10.05,6.18,4.76,31.34,7.27,33.79,10.55,40.19,0.5,28.38,40.87,46.95,64.5,71.11,85.69,218.2,32.08,62.83,109.55,0.48,1.2,20.43,29.14,98.27,99.57,52.78,51.38,39.34,68.74,11.15,28.48,4.54,0.43,0.573,0.46,0.769,0.531,24.0
251620,73.84,2.34,17.58,49.12,95.94,87.83,9.06,9.71,3.51,3.34,22.53,5.18,23.9,8.78,27.72,0.54,9.58,14.92,24.19,37.02,51.61,68.05,443.81,36.98,79.99,143.06,0.54,93.39,85.22,33.81,93.39,99.13,4.36,36.57,24.78,53.6,7.57,17.48,4.66,0.87,0.668,0.567,0.814,0.645,16.24
251630,70.88,2.04,26.73,51.78,94.24,83.32,11.28,9.64,5.77,3.53,25.49,6.82,27.11,10.13,31.24,0.5,11.31,17.21,30.91,48.02,58.32,77.53,339.68,39.03,81.51,138.25,0.45,79.65,79.21,18.61,99.04,99.39,11.22,41.87,26.81,59.16,10.73,20.75,5.54,0.61,0.627,0.534,0.765,0.602,24.8
251640,68.58,1.92,34.42,53.16,92.66,79.38,10.34,8.56,4.63,3.69,30.76,7.76,33.01,13.57,38.95,0.49,27.34,36.45,49.73,64.09,76.55,88.55,195.07,33.48,65.05,111.67,0.46,64.89,58.16,45.21,97.88,99.3,31.19,45.85,36.04,70.57,2.4,24.45,12.66,0.7,0.551,0.45,0.726,0.513,31.9
251650,69.92,2.12,29.79,59.64,93.61,81.71,10.68,8.14,4.68,4.66,28.22,7.85,30.44,12.77,35.69,0.48,17.92,28.11,37.33,55.39,65.02,84.99,267.88,33.3,71.66,125.34,0.45,66.23,60.56,30.1,97.24,99.23,20.87,49.9,35.16,67.35,8.55,25.3,6.91,0.77,0.578,0.456,0.749,0.564,27.6
251660,71.59,1.88,24.58,57.98,94.69,84.48,8.62,8.79,6.36,4.07,30.95,4.77,33.83,14.3,41.38,0.52,24.22,34.06,41.15,56.64,66.91,82.08,260.75,32.28,61.75,115.52,0.55,59.06,63.43,26.58,88.23,99.81,22.77,45.27,31.9,66.37,2.91,28.51,5.81,0.19,0.586,0.462,0.777,0.56,22.8
251670,69.46,2.37,31.33,57.36,93.29,80.92,7.62,8.87,6.23,3.86,23.97,5.82,25.83,12.51,31.17,0.55,25.63,35.82,45.28,62.52,67.24,82.76,271.44,38.89,66.2,108.29,0.58,69.57,65.8,30.48,90.27,99.41,22.15,39.85,30.53,57.45,7.77,36.25,4.96,0.59,0.605,0.527,0.741,0.566,29.0
251675,67.43,1.95,38.71,52.96,91.78,77.31,7.57,8.16,12.72,9.36,29.09,7.96,31.26,13.04,37.73,0.43,13.91,17.88,28.42,39.14,61.3,77.16,269.63,36.95,74.76,135.48,0.35,1.83,21.6,31.85,97.02,98.91,61.56,41.2,28.1,63.74,4.75,30.19,2.65,1.09,0.581,0.49,0.707,0.565,35.9
251680,71.79,1.65,23.99,56.3,94.82,84.8,10.42,8.65,6.25,5.03,28.54,8.54,30.86,9.66,36.2,0.49,19.83,33.43,33.88,51.53,58.66,78.98,292.24,35.4,66.59,121.52,0.49,75.37,64.12,34.27,92.29,99.38,7.88,40.24,25.35,62.93,4.15,19.38,3.47,0.62,0.609,0.501,0.78,0.578,22.2
251690,72.82,1.71,21.09,52.2,95.43,86.43,11.46,9.48,6.27,5.1,26.73,6.01,28.35,11.13,33.29,0.54,14.62,22.45,28.46,45.61,58.2,75.4,361.37,35.43,67.94,134.03,0.56,84.41,79.96,27.89,96.92,99.66,7.17,39.28,26.09,60.56,6.87,19.32,6.1,0.34,0.636,0.528,0.797,0.612,19.5
251700,67.69,2.1,37.72,59.81,91.98,77.78,10.42,9.56,6.09,6.66,35.17,12.19,38.25,19.77,44.8,0.54,27.1,41.69,47.97,66.74,71.04,87.86,237.25,31.98,63.76,105.92,0.57,23.9,30.05,33.67,87.06,99.04,38.17,43.72,31.88,66.82,7.2,40.36,6.56,0.96,0.584,0.514,0.712,0.545,35.0
251710,73.01,1.49,20.58,52.5,95.53,86.72,12.22,10.34,2.01,0.88,13.3,2.52,14.06,5.08,16.48,0.4,6.76,12.93,21.01,40.29,42.47,69.06,377.4,40.76,87.08,149.05,0.32,79.15,79.89,22.65,100.0,98.41,15.31,25.75,12.67,47.2,0.0,4.66,2.92,1.59,0.707,0.714,0.8,0.619,19.1
251720,70.7,1.66,27.28,52.6,94.13,83.03,12.17,9.56,2.99,3.02,37.93,5.06,40.81,14.36,47.52,0.45,23.59,35.92,39.28,59.59,65.56,81.35,226.49,29.29,59.63,117.36,0.44,69.56,53.88,33.57,100.0,99.73,13.35,45.39,30.13,71.84,0.0,6.93,7.34,0.27,0.571,0.455,0.762,0.537,25.3
251740,68.48,2.05,34.79,56.96,92.58,79.19,9.88,10.77,2.82,1.75,22.99,3.83,24.7,9.25,28.86,0.43,12.76,18.26,32.71,47.37,61.19,80.58,272.94,39.85,77.04,132.19,0.35,80.03,80.38,22.64,99.75,99.32,2.66,36.99,22.22,62.1,8.12,26.96,1.8,0.68,0.623,0.587,0.725,0.567,32.3
260005,72.46,1.67,21.65,43.11,95.31,85.9,6.35,10.01,3.53,2.35,10.15,2.52,10.7,3.38,12.38,0.45,6.99,10.91,20.2,31.93,46.99,64.69,390.4,35.45,83.98,148.56,0.38,96.57,92.62,26.74,97.38,99.99,4.4,23.6,15.29,38.07,7.55,17.43,4.08,0.01,0.679,0.632,0.791,0.625,20.1
260010,73.39,1.86,19.16,53.86,95.83,87.34,8.88,9.67,3.96,3.26,23.12,5.63,24.83,9.01,29.15,0.56,16.09,22.98,31.66,45.36,56.98,72.96,386.56,32.54,70.27,126.85,0.61,84.92,80.93,21.65,96.4,99.78,8.55,36.72,25.4,53.9,10.68,19.9,5.16,0.22,0.657,0.565,0.807,0.623,17.8
260020,70.68,2.43,26.84,58.62,94.22,83.01,7.48,10.09,2.18,1.27,25.78,4.73,27.97,11.49,33.79,0.53,27.14,37.88,46.77,61.76,69.98,85.22,233.59,31.53,63.17,106.46,0.53,43.04,44.9,37.66,87.73,98.27,21.28,44.81,34.07,65.93,7.24,32.96,4.45,1.73,0.588,0.493,0.761,0.542,24.9
260030,70.57,2.0,27.19,57.92,94.15,82.83,9.74,8.78,7.64,5.01,32.35,8.19,34.87,17.94,40.99,0.48,15.31,24.68,33.9,50.64,61.08,78.23,297.02,36.46,74.0,130.5,0.45,82.68,83.68,27.24,98.15,99.65,10.4,50.43,33.82,66.16,8.16,34.58,6.19,0.35,0.592,0.47,0.76,0.581,25.3
260040,70.64,2.59,26.96,55.96,94.19,82.94,5.74,8.8,10.02,6.24,30.66,8.98,33.18,18.31,40.37,0.49,24.59,33.83,48.36,60.86,78.1,87.78,195.47,30.99,66.08,114.36,0.44,77.8,64.03,45.58,90.48,99.17,11.72,46.75,39.17,61.77,9.89,19.96,10.1,0.83,0.553,0.432,0.761,0.514,25.0
260050,66.44,2.88,41.95,68.51,91.13,75.48,8.3,7.51,18.11,13.32,40.23,17.53,42.91,28.72,49.59,0.58,31.96,44.13,50.88,67.25,72.41,85.83,239.3,30.71,58.29,100.03,0.66,65.38,49.14,34.53,87.4,99.23,23.05,57.39,46.19,73.41,8.4,39.34,7.58,0.77,0.526,0.385,0.691,0.546,39.0
260060,73.04,2.28,20.08,58.93,95.64,86.8,10.3,8.29,8.57,5.66,26.62,7.76,28.42,15.25,32.93,0.49,18.93,31.11,37.1,57.52,64.87,84.14,275.5,36.41,71.44,124.08,0.45,38.3,31.65,25.36,97.59,99.3,37.46,50.25,36.76,66.18,5.62,37.03,4.86,0.7,0.599,0.472,0.801,0.569,18.6
260070,72.93,2.12,20.37,51.85,95.58,86.63,7.18,8.48,9.19,6.05,27.22,8.55,29.2,12.6,34.14,0.49,11.87,16.13,35.28,48.25,71.24,84.73,269.86,32.1,82.17,139.01,0.43,88.99,79.56,32.45,84.1,99.77,10.57,44.29,35.3,55.24,9.66,22.14,7.58,0.23,0.604,0.488,0.799,0.565,18.9
260080,72.54,1.67,21.41,57.75,95.36,86.03,11.73,9.98,6.06,6.36,34.63,9.23,36.89,18.25,42.84,0.51,22.53,34.61,42.07,61.75,66.91,84.15,259.21,35.7,68.29,116.77,0.48,66.1,60.32,24.07,97.01,99.37,19.92,51.3,34.96,70.56,5.31,29.16,8.82,0.63,0.598,0.482,0.792,0.559,19.9
260090,69.89,2.56,29.36,53.98,93.7,81.67,6.34,8.9,8.97,5.25,30.92,8.21,33.46,17.26,40.12,0.5,11.07,15.93,37.0,56.16,67.92,84.75,286.59,40.2,88.03,135.7,0.45,86.88,72.92,34.03,92.31,99.26,9.93,50.26,38.6,59.29,8.23,23.75,5.16,0.74,0.58,0.454,0.748,0.575,27.3
260100,70.08,2.16,28.72,64.07,93.83,82.01,10.3,8.57,9.43,5.77,33.4,10.13,35.92,16.04,41.61,0.58,27.85,40.05,48.55,68.18,70.9,86.99,253.26,28.0,59.66,103.58,0.64,74.85,70.29,28.31,93.46,99.45,12.12,50.81,39.96,66.95,8.97,30.79,6.9,0.55,0.572,0.448,0.751,0.555,26.7
260105,70.87,2.63,26.24,52.74,94.34,83.34,5.56,9.16,4.92,4.95,24.04,6.79,25.94,11.18,31.18,0.45,16.32,22.87,36.6,49.72,68.93,81.33,236.1,30.75,71.91,129.65,0.38,80.12,51.8,35.67,70.45,99.73,41.54,37.94,29.98,52.5,8.77,22.22,5.97,0.27,0.592,0.498,0.765,0.544,24.4
260110,72.12,2.24,22.58,62.14,95.11,85.37,6.85,8.39,8.03,6.95,25.33,9.34,27.04,14.74,31.93,0.56,17.75,25.36,37.84,53.22,63.82,79.91,324.01,34.92,72.61,123.59,0.57,57.12,51.11,39.54,94.46,97.69,17.73,47.45,36.22,60.98,12.98,29.43,4.34,2.31,0.602,0.467,0.785,0.595,21.0
260120,72.95,1.92,20.33,54.78,95.59,86.66,8.2,9.28,5.23,4.9,17.57,6.56,18.62,9.13,21.46,0.58,13.31,21.26,28.8,43.98,51.54,68.07,469.53,37.94,74.43,129.61,0.65,88.64,84.5,26.98,95.93,99.19,4.5,33.15,23.97,47.0,5.2,22.49,4.64,0.81,0.667,0.567,0.799,0.654,18.9
260130,68.54,2.83,33.97,57.38,92.75,79.31,7.19,8.87,7.88,8.35,34.84,12.63,37.5,21.16,44.24,0.51,17.45,21.72,41.45,57.5,68.73,83.53,257.4,35.69,75.41,120.05,0.49,95.85,92.84,41.2,99.85,98.95,2.12,49.02,37.42,62.2,12.07,28.79,4.49,1.05,0.577,0.474,0.726,0.558,31.6
260140,68.82,2.52,32.98,55.62,92.95,79.8,6.64,8.09,10.34,7.72,23.56,8.86,25.14,14.0,29.38,0.54,21.12,26.34,42.13,52.78,69.95,82.11,263.2,23.67,66.38,117.37,0.52,82.06,73.3,39.44,87.38,99.54,17.44,37.51,30.26,52.31,13.78,28.62,7.32,0.46,0.586,0.491,0.73,0.561,30.6
260150,69.95,2.53,29.14,64.2,93.74,81.78,8.26,10.33,5.51,3.29,32.49,7.46,35.48,17.6,42.55,0.47,15.21,22.07,47.98,65.21,72.27,86.69,226.82,43.2,83.77,120.73,0.38,66.88,80.91,40.83,96.24,99.96,10.17,46.69,37.06,67.49,3.07,22.74,8.02,0.04,0.578,0.479,0.749,0.537,27.1
260160,72.06,2.48,22.77,61.53,95.07,85.26,7.01,9.36,7.18,5.25,21.71,7.5,23.26,12.51,27.47,0.63,22.24,32.32,40.02,56.02,65.36,78.04,357.77,29.99,63.63,113.96,0.75,65.45,60.59,41.32,86.91,97.67,4.63,32.48,25.96,52.85,9.97,25.6,3.77,2.33,0.642,0.553,0.784,0.611,21.1
260170,71.95,2.07,23.07,53.72,95.01,85.09,8.77,8.73,7.13,4.84,24.82,7.98,26.62,11.62,31.01,0.51,12.11,18.54,27.81,42.4,53.78,70.83,372.93,37.26,75.61,136.22,0.49,88.91,87.71,24.29,98.38,99.34,6.0,41.1,28.32,55.86,5.71,23.24,4.64,0.66,0.629,0.514,0.783,0.617,21.4
260180,69.53,2.57,30.54,61.68,93.45,81.05,8.57,8.78,10.21,7.66,32.98,7.27,35.2,18.3,41.91,0.55,31.35,42.12,49.63,67.26,71.58,84.31,220.19,27.88,54.4,98.32,0.59,69.88,53.03,31.56,94.9,98.89,14.31,53.91,41.51,73.12,14.83,31.07,6.67,1.11,0.559,0.441,0.742,0.533,28.4
260190,70.1,1.8,28.68,51.59,93.84,82.03,10.54,8.86,4.67,4.2,28.12,6.7,29.96,11.77,34.62,0.52,14.75,24.81,30.07,47.99,56.75,79.28,351.75,33.62,71.91,131.34,0.52,83.81,76.58,23.87,94.66,99.28,9.24,47.66,32.26,64.38,5.22,27.81,4.75,0.72,0.606,0.487,0.752,0.608,26.6
260200,69.67,2.27,30.06,62.81,93.55,81.3,6.97,8.97,9.07,6.72,29.91,9.36,32.17,16.55,38.68,0.55,28.08,40.53,49.61,68.86,70.37,87.33,234.36,32.55,63.21,101.65,0.58,47.85,34.54,42.92,88.46,96.47,20.25,47.4,37.91,65.49,5.33,27.85,5.19,3.53,0.565,0.445,0.745,0.543,27.9
260210,67.22,2.2,38.88,63.23,91.75,76.92,8.65,8.47,10.35,7.47,34.05,13.38,36.59,21.84,42.17,0.62,27.22,38.69,48.42,66.86,68.79,83.64,305.57,37.24,66.6,104.82,0.72,68.85,60.31,30.01,98.36,99.44,15.37,53.1,42.51,68.45,10.89,33.74,8.61,0.56,0.563,0.433,0.704,0.585,36.1
260220,70.99,1.93,25.88,54.82,94.42,83.53,9.69,9.55,5.33,4.55,30.14,7.36,32.55,14.23,38.12,0.48,21.75,33.51,39.36,57.57,66.77,81.87,248.98,31.42,65.72,121.0,0.46,68.61,65.66,28.43,86.35,99.57,27.32,39.48,26.47,63.59,5.6,29.39,6.5,0.43,0.602,0.515,0.767,0.552,24.0
260230,70.26,2.38,28.15,60.17,93.95,82.31,8.44,8.19,8.3,7.02,31.6,10.1,34.07,19.24,39.83,0.55,23.7,32.31,44.81,63.39,71.13,86.22,258.52,35.39,66.91,113.73,0.56,88.36,78.77,32.96,99.73,99.3,7.67,54.21,43.7,69.15,4.05,31.09,6.24,0.7,0.561,0.42,0.754,0.559,26.1
260240,68.51,2.38,34.06,60.09,92.73,79.26,8.36,8.28,8.34,5.72,31.86,11.2,34.48,16.22,40.11,0.49,19.77,28.52,44.83,60.38,72.71,87.25,230.85,34.91,75.03,120.54,0.43,81.76,66.05,31.18,98.77,99.4,18.21,48.57,37.91,67.86,16.21,29.05,7.84,0.6,0.547,0.417,0.725,0.54,31.6
260250,65.84,2.16,44.41,55.9,90.63,74.36,9.32,9.6,4.38,3.35,25.37,3.34,27.23,10.62,33.43,0.49,22.81,30.81,37.49,53.35,61.3,77.28,266.21,33.95,61.57,113.12,0.48,50.4,51.89,22.95,97.33,98.59,30.9,48.14,32.62,64.55,7.63,21.14,6.3,1.41,0.574,0.493,0.681,0.563,41.3
260260,69.06,2.23,32.14,57.6,93.12,80.23,7.29,7.98,9.02,7.67,32.31,12.54,34.79,23.03,41.1,0.47,12.87,18.97,31.16,43.62,61.59,77.96,296.7,38.87,77.65,137.5,0.42,54.89,56.78,31.1,95.16,99.42,21.97,54.6,37.22,71.12,15.82,40.33,4.11,0.58,0.562,0.417,0.734,0.581,29.8
260270,71.66,1.88,23.89,51.32,94.84,84.63,7.32,8.92,5.49,5.87,28.11,6.77,29.84,9.13,35.39,0.45,13.79,21.31,36.4,52.07,66.85,84.09,254.03,31.89,79.55,132.28,0.37,83.66,67.75,30.58,83.9,99.43,20.75,46.24,33.92,58.95,15.28,13.51,6.05,0.57,0.593,0.481,0.778,0.556,22.2
260280,69.75,2.88,29.81,70.85,93.6,81.43,7.43,7.95,15.15,10.81,40.18,15.46,43.6,27.75,51.05,0.57,38.73,51.68,62.2,80.03,80.25,92.72,176.76,31.48,58.06,90.49,0.59,49.71,40.96,41.87,95.4,97.47,25.97,58.34,49.44,75.01,4.97,36.91,7.88,2.53,0.527,0.395,0.746,0.497,27.7
260290,73.74,1.74,18.44,43.96,96.04,87.9,5.38,9.33,4.73,3.75,13.0,3.53,13.74,5.08,16.16,0.53,5.98,9.11,19.71,30.65,46.81,63.55,467.07,35.88,87.74,154.55,0.52,94.52,88.88,29.63,96.81,99.93,5.57,26.48,16.82,37.24,10.81,22.35,3.3,0.07,0.686,0.609,0.812,0.654,17.2
260300,71.39,2.15,24.7,58.52,94.67,84.18,6.46,9.38,5.9,4.42,23.71,6.83,25.58,11.05,30.59,0.58,22.12,31.36,43.43,59.63,69.41,83.08,298.14,36.97,70.33,117.28,0.64,79.12,69.19,37.73,93.87,98.03,5.33,37.25,28.73,59.99,11.78,28.71,4.1,1.97,0.623,0.539,0.773,0.581,22.9
